MOUNT
WRITE 43365 590 157
READ 484716 531 0
WRITE 484716 311 68
READ 433726 477 0
WRITE 433726 744 147
WRITE 434470 666 165
READ 56908 92 0
WRITE 56908 17 78
WRITE 56925 436 200
WRITE 57361 384 242
READ 92097 252 0
WRITE 92097 221 56
READ 395091 251 0
WRITE 395091 651 4
WRITE 395742 881 86
READ 630129 547 0
WRITE 630129 58 8
WRITE 630187 685 10
WRITE 630872 1000 10
READ 511398 176 0
WRITE 511398 169 192
READ 840431 280 0
WRITE 840431 832 233
WRITE 841263 481 185
WRITE 841744 274 189
WRITE 842018 631 91
READ 293092 693 0
WRITE 293092 270 29
WRITE 293362 635 208
WRITE 293997 523 178
WRITE 294520 133 50
WRITE 294653 465 224
READ 720298 504 0
WRITE 720298 383 3
READ 190929 71 0
WRITE 190929 879 71
READ 913095 57 0
WRITE 913095 366 200
READ 1022287 888 0
WRITE 1022287 79 208
READ 256645 435 0
WRITE 256645 363 204
READ 270351 51 0
WRITE 270351 107 53
WRITE 270458 197 168
READ 204406 645 0
WRITE 204406 523 65
WRITE 204929 516 234
READ 578096 323 0
WRITE 578096 349 151
WRITE 578445 727 147
WRITE 579172 304 110
WRITE 579476 573 151
READ 646185 904 0
WRITE 646185 391 122
WRITE 646576 991 84
WRITE 647567 461 120
WRITE 648028 444 42
WRITE 648472 512 22
WRITE 648984 536 135
WRITE 649520 880 83
READ 159953 883 0
WRITE 159953 752 93
WRITE 160705 234 11
READ 406539 566 0
WRITE 406539 146 151
WRITE 406685 337 35
WRITE 407022 320 223
WRITE 407342 1017 165
WRITE 408359 331 24
WRITE 408690 39 66
READ 639593 633 0
WRITE 639593 133 32
WRITE 639726 880 154
READ 484110 770 0
WRITE 484110 650 171
READ 302632 794 0
WRITE 302632 983 102
READ 1021629 696 0
WRITE 1021629 838 233
READ 372315 393 0
WRITE 372315 399 229
WRITE 372714 600 13
WRITE 373314 811 126
READ 930990 962 0
WRITE 930990 982 210
WRITE 931972 189 79
WRITE 932161 159 225
WRITE 932320 668 131
WRITE 932988 79 227
WRITE 933067 97 235
WRITE 933164 1012 42
READ 806373 152 0
WRITE 806373 250 57
WRITE 806623 752 19
WRITE 807375 801 2
READ 842807 970 0
WRITE 842807 908 18
WRITE 843715 830 47
READ 772709 642 0
WRITE 772709 65 186
READ 144607 673 0
WRITE 144607 852 200
WRITE 145459 831 250
READ 96943 282 0
WRITE 96943 1007 43
WRITE 97950 381 172
READ 1008715 913 0
WRITE 1008715 112 189
WRITE 1008827 959 250
WRITE 1009786 979 250
READ 111483 897 0
WRITE 111483 852 138
WRITE 112335 382 225
WRITE 112717 1023 179
WRITE 113740 664 225
READ 767914 348 0
WRITE 767914 947 126
WRITE 768861 441 87
READ 533299 845 0
WRITE 533299 899 146
WRITE 534198 713 156
WRITE 534911 878 131
READ 310954 603 0
WRITE 310954 352 62
READ 566403 798 0
WRITE 566403 866 92
WRITE 567269 726 57
WRITE 567995 204 238
WRITE 568199 137 83
WRITE 568336 223 126
READ 315204 676 0
WRITE 315204 501 211
WRITE 315705 925 237
WRITE 316630 352 152
WRITE 316982 222 182
WRITE 317204 912 81
READ 54266 975 0
WRITE 54266 391 129
WRITE 54657 251 163
READ 648222 552 0
WRITE 648222 767 103
READ 962911 242 0
WRITE 962911 123 207
WRITE 963034 901 146
READ 207184 482 0
WRITE 207184 521 18
WRITE 207705 512 158
WRITE 208217 363 90
READ 175636 36 0
WRITE 175636 816 139
READ 956333 806 0
WRITE 956333 232 98
WRITE 956565 559 191
READ 316459 74 0
WRITE 316459 715 94
READ 609295 41 0
WRITE 609295 89 33
WRITE 609384 343 118
WRITE 609727 69 88
WRITE 609796 276 179
WRITE 610072 144 24
READ 42111 531 0
WRITE 42111 334 225
READ 909411 1020 0
WRITE 909411 489 3
READ 894328 320 0
WRITE 894328 32 180
WRITE 894360 938 13
WRITE 895298 296 181
READ 149856 874 0
WRITE 149856 621 48
READ 97210 314 0
WRITE 97210 282 223
WRITE 97492 892 58
WRITE 98384 682 233
READ 801494 1021 0
WRITE 801494 632 121
READ 852657 17 0
WRITE 852657 809 166
WRITE 853466 400 145
WRITE 853866 438 17
READ 660519 1004 0
WRITE 660519 394 170
WRITE 660913 564 161
WRITE 661477 539 193
WRITE 662016 230 127
WRITE 662246 408 254
READ 280703 591 0
WRITE 280703 876 77
READ 570399 711 0
WRITE 570399 447 162
READ 559843 52 0
WRITE 559843 979 112
READ 906181 856 0
WRITE 906181 492 189
READ 565700 389 0
WRITE 565700 898 246
READ 782692 272 0
WRITE 782692 300 141
READ 815326 533 0
WRITE 815326 480 210
READ 127344 244 0
WRITE 127344 800 160
READ 228771 441 0
WRITE 228771 604 21
WRITE 229375 768 151
READ 52657 265 0
WRITE 52657 34 235
WRITE 52691 902 254
READ 955407 777 0
WRITE 955407 89 80
READ 41726 527 0
WRITE 41726 581 227
WRITE 42307 960 237
WRITE 43267 573 131
READ 311190 480 0
WRITE 311190 570 218
READ 799079 426 0
WRITE 799079 39 73
WRITE 799118 278 175
READ 320004 945 0
WRITE 320004 296 85
WRITE 320300 308 30
READ 331972 525 0
WRITE 331972 949 207
READ 691097 936 0
WRITE 691097 887 155
WRITE 691984 946 94
WRITE 692930 466 220
WRITE 693396 572 235
READ 1043519 332 0
WRITE 1043519 927 92
READ 1003854 977 0
WRITE 1003854 851 236
WRITE 1004705 201 94
WRITE 1004906 1010 197
WRITE 1005916 127 120
READ 614406 724 0
WRITE 614406 190 86
WRITE 614596 160 190
WRITE 614756 703 115
WRITE 615459 114 38
READ 939040 407 0
WRITE 939040 752 89
WRITE 939792 581 84
WRITE 940373 552 206
READ 131945 324 0
WRITE 131945 938 34
READ 101088 529 0
WRITE 101088 484 207
READ 772260 813 0
WRITE 772260 276 223
READ 402278 977 0
WRITE 402278 137 47
READ 109660 18 0
WRITE 109660 668 128
WRITE 110328 993 177
READ 956918 172 0
WRITE 956918 477 197
READ 877559 637 0
WRITE 877559 395 126
WRITE 877954 862 81
WRITE 878816 432 181
WRITE 879248 99 196
WRITE 879347 367 62
WRITE 879714 198 92
READ 583879 700 0
WRITE 583879 728 72
READ 672145 298 0
WRITE 672145 646 162
WRITE 672791 748 228
WRITE 673539 274 18
WRITE 673813 738 129
READ 486365 851 0
WRITE 486365 575 20
READ 222996 233 0
WRITE 222996 810 244
READ 803235 684 0
WRITE 803235 57 168
READ 20158 137 0
WRITE 20158 517 213
WRITE 20675 755 191
WRITE 21430 523 170
READ 118178 118 0
WRITE 118178 362 146
READ 246407 261 0
WRITE 246407 335 226
READ 323549 108 0
WRITE 323549 586 158
READ 983311 851 0
WRITE 983311 34 154
WRITE 983345 759 22
WRITE 984104 378 132
WRITE 984482 1 127
WRITE 984483 947 78
WRITE 985430 85 65
READ 393094 300 0
WRITE 393094 874 240
READ 975593 506 0
WRITE 975593 830 207
WRITE 976423 999 142
WRITE 977422 442 251
WRITE 977864 162 14
READ 988423 189 0
WRITE 988423 79 213
WRITE 988502 612 177
WRITE 989114 639 218
READ 312084 403 0
WRITE 312084 698 146
WRITE 312782 203 63
WRITE 312985 210 87
READ 630096 966 0
WRITE 630096 676 222
READ 64427 585 0
WRITE 64427 634 139
WRITE 65061 273 22
READ 459325 729 0
WRITE 459325 1024 67
WRITE 460349 396 204
WRITE 460745 616 116
READ 353264 912 0
WRITE 353264 673 164
READ 785272 166 0
WRITE 785272 674 152
READ 297244 743 0
WRITE 297244 879 58
READ 266369 736 0
WRITE 266369 258 94
WRITE 266627 450 16
WRITE 267077 245 185
READ 1032316 247 0
WRITE 1032316 112 58
WRITE 1032428 582 68
WRITE 1033010 579 254
READ 549745 253 0
WRITE 549745 600 137
READ 913117 131 0
WRITE 913117 424 31
WRITE 913541 330 117
WRITE 913871 528 31
READ 352674 194 0
WRITE 352674 540 109
READ 510411 146 0
WRITE 510411 80 11
READ 235861 145 0
WRITE 235861 1009 46
WRITE 236870 132 19
WRITE 237002 773 102
READ 183771 375 0
WRITE 183771 753 7
WRITE 184524 68 13
READ 541067 561 0
WRITE 541067 66 54
WRITE 541133 640 155
READ 524105 675 0
WRITE 524105 894 211
READ 999057 915 0
WRITE 999057 651 74
WRITE 999708 756 136
READ 208671 349 0
WRITE 208671 684 78
WRITE 209355 368 43
WRITE 209723 247 76
WRITE 209970 516 132
WRITE 210486 411 229
READ 1031806 175 0
WRITE 1031806 640 206
READ 709471 507 0
WRITE 709471 812 205
WRITE 710283 417 7
READ 138321 874 0
WRITE 138321 392 37
WRITE 138713 574 66
WRITE 139287 63 1
WRITE 139350 457 254
WRITE 139807 774 244
WRITE 140581 1009 86
WRITE 141590 410 141
WRITE 142000 341 56
READ 250311 193 0
WRITE 250311 235 22
READ 431213 134 0
WRITE 431213 423 4
WRITE 431636 450 92
WRITE 432086 812 173
